sourceType,sourceId,entityName,executionMode,layer,facet,surface,controlled,modality,evidenceSource,evidenceQuote,confidence,refutation,gateWarnings,reviewerDecision,correctedSurface,correctedControlled,reviewerNote
field,sample-field-0a0f9070c33e,位相幾何学,FULL,CORE,IS,連続写像,,asserted,fields.json#sample-field-0a0f9070c33e:researchObjects,位相空間 / 連続写像 / 同相 / コンパクト性 / 連結,0.72,公式説明または本文証拠で、この対象を扱っていないことが確認される。,G1|G7,,,,
field,sample-field-0a0f9070c33e,位相幾何学,FULL,CORE,IS,同相,,asserted,fields.json#sample-field-0a0f9070c33e:researchObjects,位相空間 / 連続写像 / 同相 / コンパクト性 / 連結,0.72,公式説明または本文証拠で、この対象を扱っていないことが確認される。,G1|G7,,,,
field,sample-field-0a0f9070c33e,位相幾何学,FULL,CORE,Q,図形を切らずに変形するとき、変わらずに残る性質は何か？,,asserted,fields.json#sample-field-0a0f9070c33e:questions,図形を切らずに変形するとき、変わらずに残る性質は何か？ / ,0.78,追加の公式説明で、この問いが当該資源の扱う問いではないと確認される。,G1|G7,,,,
field,sample-field-0a0f9070c33e,位相幾何学,FULL,CORE,Q,穴の数やつながり方を使うと、空間をどのように分類できるのか？,,asserted,fields.json#sample-field-0a0f9070c33e:questions,図形を切らずに変形するとき、変わらずに残る性質は何か？ / ,0.78,追加の公式説明で、この問いが当該資源の扱う問いではないと確認される。,G1|G7,,,,
field,sample-field-0a0f9070c33e,位相幾何学,FULL,CORE,M,連続変形,連続変形,asserted,fields.json#sample-field-0a0f9070c33e:methods,連続変形 / 同相写像 / 不変量 / 被覆 / 分類 / ,0.7,公式説明または本文証拠で、この方法を用いていないことが確認される。,G1|G7,,,,
field,sample-field-0a0f9070c33e,位相幾何学,FULL,CORE,M,同相写像,同相写像,asserted,fields.json#sample-field-0a0f9070c33e:methods,連続変形 / 同相写像 / 不変量 / 被覆 / 分類 / ,0.7,公式説明または本文証拠で、この方法を用いていないことが確認される。,G1|G7,,,,
field,sample-field-0a0f9070c33e,位相幾何学,FULL,CORE,SC,目,,hypothesis,,,0.4,,G1|G7,,,,
field,sample-field-5cce956a2700,力学系理論,FULL,CORE,Σ,時間とともに状態が変わる仕組みを研究する分野。,,asserted,fields.json#sample-field-5cce956a2700:beginnerDescription,時間とともに状態が変わる仕組みを研究する分野。安定した状態、,0.76,追加証拠で、この要約主題が対象全体を表さないことが確認される。,G1|G7,,,,
field,sample-field-5cce956a2700,力学系理論,FULL,CORE,IS,状態空間,,asserted,fields.json#sample-field-5cce956a2700:researchObjects,状態空間 / 軌道 / 固定点 / 周期軌道 / アトラクタ,0.72,公式説明または本文証拠で、この対象を扱っていないことが確認される。,G1|G7,,,,
field,sample-field-5cce956a2700,力学系理論,FULL,CORE,IS,軌道,,asserted,fields.json#sample-field-5cce956a2700:researchObjects,状態空間 / 軌道 / 固定点 / 周期軌道 / アトラクタ,0.72,公式説明または本文証拠で、この対象を扱っていないことが確認される。,G1|G7,,,,
field,sample-field-5cce956a2700,力学系理論,FULL,CORE,IS,固定点,,asserted,fields.json#sample-field-5cce956a2700:researchObjects,状態空間 / 軌道 / 固定点 / 周期軌道 / アトラクタ,0.72,公式説明または本文証拠で、この対象を扱っていないことが確認される。,G1|G7,,,,
field,sample-field-5cce956a2700,力学系理論,FULL,CORE,Q,同じ変化の規則から、安定、周期、カオスが生じるのはなぜか？,,asserted,fields.json#sample-field-5cce956a2700:questions,同じ変化の規則から、安定、周期、カオスが生じるのはなぜか？ ,0.78,追加の公式説明で、この問いが当該資源の扱う問いではないと確認される。,G1|G7,,,,
field,sample-field-5cce956a2700,力学系理論,FULL,CORE,Q,最初の状態の小さな違いが、長期的な結果を大きく変えるのはなぜか？,,asserted,fields.json#sample-field-5cce956a2700:questions,同じ変化の規則から、安定、周期、カオスが生じるのはなぜか？ ,0.78,追加の公式説明で、この問いが当該資源の扱う問いではないと確認される。,G1|G7,,,,
field,sample-field-5cce956a2700,力学系理論,FULL,CORE,M,安定性解析,安定性解析,asserted,fields.json#sample-field-5cce956a2700:methods,安定性解析 / 位相的共役 / エルゴード理論 / 分岐解析,0.7,公式説明または本文証拠で、この方法を用いていないことが確認される。,G1|G7,,,,
field,sample-field-5cce956a2700,力学系理論,FULL,CORE,M,位相的共役,位相的共役,asserted,fields.json#sample-field-5cce956a2700:methods,安定性解析 / 位相的共役 / エルゴード理論 / 分岐解析,0.7,公式説明または本文証拠で、この方法を用いていないことが確認される。,G1|G7,,,,
field,sample-field-5cce956a2700,力学系理論,FULL,CORE,SC,科,,hypothesis,,,0.4,,G1|G7,,,,
field,sample-field-debed2db00ba,統計学,FULL,CORE,Σ,データのばらつきを整理し、背後にある傾向や関係を明らかにする分野。,,asserted,fields.json#sample-field-debed2db00ba:beginnerDescription,データのばらつきを整理し、背後にある傾向や関係を明らかにする,0.76,追加証拠で、この要約主題が対象全体を表さないことが確認される。,G1|G7,,,,
field,sample-field-debed2db00ba,統計学,FULL,CORE,IS,データ,,asserted,fields.json#sample-field-debed2db00ba:researchObjects,データ / 標本 / 母集団 / 確率分布 / 統計量 / ,0.72,公式説明または本文証拠で、この対象を扱っていないことが確認される。,G1|G7,,,,
field,sample-field-debed2db00ba,統計学,FULL,CORE,IS,標本,,asserted,fields.json#sample-field-debed2db00ba:researchObjects,データ / 標本 / 母集団 / 確率分布 / 統計量 / ,0.72,公式説明または本文証拠で、この対象を扱っていないことが確認される。,G1|G7,,,,
field,sample-field-debed2db00ba,統計学,FULL,CORE,IS,母集団,,asserted,fields.json#sample-field-debed2db00ba:researchObjects,データ / 標本 / 母集団 / 確率分布 / 統計量 / ,0.72,公式説明または本文証拠で、この対象を扱っていないことが確認される。,G1|G7,,,,
field,sample-field-debed2db00ba,統計学,FULL,CORE,Q,データに見える差は、本当の違いなのか、それとも偶然のばらつきなのか？,,asserted,fields.json#sample-field-debed2db00ba:questions,データに見える差は、本当の違いなのか、それとも偶然のばらつき,0.78,追加の公式説明で、この問いが当該資源の扱う問いではないと確認される。,G1|G7,,,,
field,sample-field-debed2db00ba,統計学,FULL,CORE,Q,同じデータから異なる結論が出るとき、どの判断がより信頼できるかをどう比べるのか？,,asserted,fields.json#sample-field-debed2db00ba:questions,データに見える差は、本当の違いなのか、それとも偶然のばらつき,0.78,追加の公式説明で、この問いが当該資源の扱う問いではないと確認される。,G1|G7,,,,
field,sample-field-debed2db00ba,統計学,FULL,CORE,M,標本設計,標本設計,asserted,fields.json#sample-field-debed2db00ba:methods,標本設計 / 確率モデリング / 推定 / 検定 / 回帰 ,0.7,公式説明または本文証拠で、この方法を用いていないことが確認される。,G1|G7,,,,
field,sample-field-debed2db00ba,統計学,FULL,CORE,M,確率モデリング,確率モデリング,asserted,fields.json#sample-field-debed2db00ba:methods,標本設計 / 確率モデリング / 推定 / 検定 / 回帰 ,0.7,公式説明または本文証拠で、この方法を用いていないことが確認される。,G1|G7,,,,
field,sample-field-debed2db00ba,統計学,FULL,CORE,SC,綱,,hypothesis,,,0.4,,G1|G7,,,,
field,sample-field-444b4ac889a8,理論計算機科学,FULL,CORE,Σ,計算とは何か、問題を効率よく解くには何が必要かを数学的に研究する学問群。,,asserted,fields.json#sample-field-444b4ac889a8:beginnerDescription,計算とは何か、問題を効率よく解くには何が必要かを数学的に研究,0.76,追加証拠で、この要約主題が対象全体を表さないことが確認される。,G1|G7,,,,
field,sample-field-444b4ac889a8,理論計算機科学,FULL,CORE,IS,計算問題,,asserted,fields.json#sample-field-444b4ac889a8:researchObjects,計算問題 / アルゴリズム / 計算モデル / 言語 / 証,0.72,公式説明または本文証拠で、この対象を扱っていないことが確認される。,G1|G7,,,,
field,sample-field-444b4ac889a8,理論計算機科学,FULL,CORE,IS,アルゴリズム,,asserted,fields.json#sample-field-444b4ac889a8:researchObjects,計算問題 / アルゴリズム / 計算モデル / 言語 / 証,0.72,公式説明または本文証拠で、この対象を扱っていないことが確認される。,G1|G7,,,,
field,sample-field-444b4ac889a8,理論計算機科学,FULL,CORE,IS,計算モデル,,asserted,fields.json#sample-field-444b4ac889a8:researchObjects,計算問題 / アルゴリズム / 計算モデル / 言語 / 証,0.72,公式説明または本文証拠で、この対象を扱っていないことが確認される。,G1|G7,,,,
field,sample-field-444b4ac889a8,理論計算機科学,FULL,CORE,Q,問題の内容が違っても、計算の難しさを共通の尺度でどこまで比較できるのか？,,asserted,fields.json#sample-field-444b4ac889a8:questions,問題の内容が違っても、計算の難しさを共通の尺度でどこまで比較,0.78,追加の公式説明で、この問いが当該資源の扱う問いではないと確認される。,G1|G7,,,,
field,sample-field-444b4ac889a8,理論計算機科学,FULL,CORE,Q,コンピュータの方式が変わっても変わらない、計算の根本的な限界は何か？,,asserted,fields.json#sample-field-444b4ac889a8:questions,問題の内容が違っても、計算の難しさを共通の尺度でどこまで比較,0.78,追加の公式説明で、この問いが当該資源の扱う問いではないと確認される。,G1|G7,,,,
field,sample-field-444b4ac889a8,理論計算機科学,FULL,CORE,M,形式化,形式化,asserted,fields.json#sample-field-444b4ac889a8:methods,形式化 / 数学的証明 / 還元 / アルゴリズム設計 / ,0.7,公式説明または本文証拠で、この方法を用いていないことが確認される。,G1|G7,,,,
field,sample-field-444b4ac889a8,理論計算機科学,FULL,CORE,M,数学的証明,数学的証明,asserted,fields.json#sample-field-444b4ac889a8:methods,形式化 / 数学的証明 / 還元 / アルゴリズム設計 / ,0.7,公式説明または本文証拠で、この方法を用いていないことが確認される。,G1|G7,,,,
field,sample-field-444b4ac889a8,理論計算機科学,FULL,CORE,SC,門,,hypothesis,,,0.4,,G1|G7,,,,
field,sample-field-c501f8a19346,システム・制御理論,FULL,CORE,Σ,動くシステムの状態を理解し、望ましい動きへ導く方法を研究する分野。,,asserted,fields.json#sample-field-c501f8a19346:beginnerDescription,動くシステムの状態を理解し、望ましい動きへ導く方法を研究する,0.76,追加証拠で、この要約主題が対象全体を表さないことが確認される。,G1|G7,,,,
field,sample-field-c501f8a19346,システム・制御理論,FULL,CORE,IS,状態,,asserted,fields.json#sample-field-c501f8a19346:researchObjects,状態 / 入力 / 出力 / 観測 / 制御器 / 外乱 /,0.72,公式説明または本文証拠で、この対象を扱っていないことが確認される。,G1|G7,,,,
field,sample-field-c501f8a19346,システム・制御理論,FULL,CORE,IS,入力,,asserted,fields.json#sample-field-c501f8a19346:researchObjects,状態 / 入力 / 出力 / 観測 / 制御器 / 外乱 /,0.72,公式説明または本文証拠で、この対象を扱っていないことが確認される。,G1|G7,,,,
field,sample-field-c501f8a19346,システム・制御理論,FULL,CORE,IS,出力,,asserted,fields.json#sample-field-c501f8a19346:researchObjects,状態 / 入力 / 出力 / 観測 / 制御器 / 外乱 /,0.72,公式説明または本文証拠で、この対象を扱っていないことが確認される。,G1|G7,,,,
field,sample-field-c501f8a19346,システム・制御理論,FULL,CORE,Q,すべての状態を直接測れないシステムを、限られた観測からどう制御できるのか？,,asserted,fields.json#sample-field-c501f8a19346:questions,すべての状態を直接測れないシステムを、限られた観測からどう制,0.78,追加の公式説明で、この問いが当該資源の扱う問いではないと確認される。,G1|G7,,,,
field,sample-field-c501f8a19346,システム・制御理論,FULL,CORE,Q,モデルが現実と少し違っていても、安定して目的を達成する制御はどう設計できるのか？,,asserted,fields.json#sample-field-c501f8a19346:questions,すべての状態を直接測れないシステムを、限られた観測からどう制,0.78,追加の公式説明で、この問いが当該資源の扱う問いではないと確認される。,G1|G7,,,,
field,sample-field-c501f8a19346,システム・制御理論,FULL,CORE,M,数理モデル,数理モデル,asserted,fields.json#sample-field-c501f8a19346:methods,数理モデル / 状態空間表現 / シミュレーション / 最適,0.7,公式説明または本文証拠で、この方法を用いていないことが確認される。,G1|G7,,,,
field,sample-field-c501f8a19346,システム・制御理論,FULL,CORE,M,状態空間表現,状態空間表現,asserted,fields.json#sample-field-c501f8a19346:methods,数理モデル / 状態空間表現 / シミュレーション / 最適,0.7,公式説明または本文証拠で、この方法を用いていないことが確認される。,G1|G7,,,,
field,sample-field-c501f8a19346,システム・制御理論,FULL,CORE,SC,目,,hypothesis,,,0.4,,G1|G7,,,,
field,sample-field-521f89cb1d69,弦理論・超対称性,FULL,CORE,Σ,素粒子を点ではなく微小なひもとして捉え、重力を含むすべての力を統一しようとする理論と、粒子間の新しい対称性を研究する分野。,,asserted,fields.json#sample-field-521f89cb1d69:beginnerDescription,素粒子を点ではなく微小なひもとして捉え、重力を含むすべての力,0.76,追加証拠で、この要約主題が対象全体を表さないことが確認される。,G7,,,,
field,sample-field-521f89cb1d69,弦理論・超対称性,FULL,CORE,IS,弦,,asserted,fields.json#sample-field-521f89cb1d69:researchObjects,弦 / ブレーン / 余剰次元 / 超対称粒子 / 双対性 ,0.72,公式説明または本文証拠で、この対象を扱っていないことが確認される。,G7,,,,
field,sample-field-521f89cb1d69,弦理論・超対称性,FULL,CORE,IS,ブレーン,,asserted,fields.json#sample-field-521f89cb1d69:researchObjects,弦 / ブレーン / 余剰次元 / 超対称粒子 / 双対性 ,0.72,公式説明または本文証拠で、この対象を扱っていないことが確認される。,G7,,,,
field,sample-field-521f89cb1d69,弦理論・超対称性,FULL,CORE,IS,余剰次元,,asserted,fields.json#sample-field-521f89cb1d69:researchObjects,弦 / ブレーン / 余剰次元 / 超対称粒子 / 双対性 ,0.72,公式説明または本文証拠で、この対象を扱っていないことが確認される。,G7,,,,
field,sample-field-521f89cb1d69,弦理論・超対称性,FULL,CORE,Q,粒子と力をすべて同じ基本的なひもの振動として説明することは可能か？,,asserted,fields.json#sample-field-521f89cb1d69:questions,粒子と力をすべて同じ基本的なひもの振動として説明することは可,0.78,追加の公式説明で、この問いが当該資源の扱う問いではないと確認される。,G7,,,,
field,sample-field-521f89cb1d69,弦理論・超対称性,FULL,CORE,Q,時空そのものが、より基本的な量子情報や場の関係から生まれる可能性はあるのか？,,asserted,fields.json#sample-field-521f89cb1d69:questions,粒子と力をすべて同じ基本的なひもの振動として説明することは可,0.78,追加の公式説明で、この問いが当該資源の扱う問いではないと確認される。,G7,,,,
field,sample-field-521f89cb1d69,弦理論・超対称性,FULL,CORE,M,理論モデル,理論モデル,asserted,fields.json#sample-field-521f89cb1d69:methods,理論モデル / 精密測定 / 実験 / 数値計算 / シミュ,0.7,公式説明または本文証拠で、この方法を用いていないことが確認される。,G7,,,,
field,sample-field-521f89cb1d69,弦理論・超対称性,FULL,CORE,M,精密測定,精密測定,asserted,fields.json#sample-field-521f89cb1d69:methods,理論モデル / 精密測定 / 実験 / 数値計算 / シミュ,0.7,公式説明または本文証拠で、この方法を用いていないことが確認される。,G7,,,,
field,sample-field-521f89cb1d69,弦理論・超対称性,FULL,CORE,SC,科,,hypothesis,,,0.4,,G7,,,,
field,sample-field-c61fedefcf07,固体物理・半導体物理,FULL,CORE,Σ,結晶中の電子や原子の動きを研究し、電気を通す物質、通さない物質、その中間である半導体の性質を明らかにする分野。,,asserted,fields.json#sample-field-c61fedefcf07:beginnerDescription,結晶中の電子や原子の動きを研究し、電気を通す物質、通さない物,0.76,追加証拠で、この要約主題が対象全体を表さないことが確認される。,G7,,,,
field,sample-field-c61fedefcf07,固体物理・半導体物理,FULL,CORE,IS,結晶格子,,asserted,fields.json#sample-field-c61fedefcf07:researchObjects,結晶格子 / 電子バンド / 正孔 / フォノン / 不純物,0.72,公式説明または本文証拠で、この対象を扱っていないことが確認される。,G7,,,,
field,sample-field-c61fedefcf07,固体物理・半導体物理,FULL,CORE,IS,電子バンド,,asserted,fields.json#sample-field-c61fedefcf07:researchObjects,結晶格子 / 電子バンド / 正孔 / フォノン / 不純物,0.72,公式説明または本文証拠で、この対象を扱っていないことが確認される。,G7,,,,
field,sample-field-c61fedefcf07,固体物理・半導体物理,FULL,CORE,IS,正孔,,asserted,fields.json#sample-field-c61fedefcf07:researchObjects,結晶格子 / 電子バンド / 正孔 / フォノン / 不純物,0.72,公式説明または本文証拠で、この対象を扱っていないことが確認される。,G7,,,,
field,sample-field-c61fedefcf07,固体物理・半導体物理,FULL,CORE,Q,電子が同じ物質中にあるのに、電気を通す場合と通さない場合が生じるのはなぜか？,,asserted,fields.json#sample-field-c61fedefcf07:questions,電子が同じ物質中にあるのに、電気を通す場合と通さない場合が生,0.78,追加の公式説明で、この問いが当該資源の扱う問いではないと確認される。,G7,,,,
field,sample-field-c61fedefcf07,固体物理・半導体物理,FULL,CORE,Q,わずかな不純物や界面の設計によって、半導体の電気的・光学的性質をどこまで変えられるのか？,,asserted,fields.json#sample-field-c61fedefcf07:questions,電子が同じ物質中にあるのに、電気を通す場合と通さない場合が生,0.78,追加の公式説明で、この問いが当該資源の扱う問いではないと確認される。,G7,,,,
field,sample-field-c61fedefcf07,固体物理・半導体物理,FULL,CORE,M,理論モデル,理論モデル,asserted,fields.json#sample-field-c61fedefcf07:methods,理論モデル / 精密測定 / 実験 / 数値計算 / シミュ,0.7,公式説明または本文証拠で、この方法を用いていないことが確認される。,G7,,,,
field,sample-field-c61fedefcf07,固体物理・半導体物理,FULL,CORE,M,精密測定,精密測定,asserted,fields.json#sample-field-c61fedefcf07:methods,理論モデル / 精密測定 / 実験 / 数値計算 / シミュ,0.7,公式説明または本文証拠で、この方法を用いていないことが確認される。,G7,,,,
field,sample-field-c61fedefcf07,固体物理・半導体物理,FULL,CORE,SC,科,,hypothesis,,,0.4,,G7,,,,
society,sample-society-d703e1c50d2e,システム制御情報学会,RAPID,EXPR,Σ,システム、制御、情報、計測、最適化、知能情報処理などを横断的に扱う国内学会。,,asserted,societies.json#sample-society-d703e1c50d2e:description,システム、制御、情報、計測、最適化、知能情報処理などを横断的,0.6,,G1,,,,
society,sample-society-d703e1c50d2e,システム制御情報学会,RAPID,EXPR,IS,最適化,,asserted,societies.json#sample-society-d703e1c50d2e:description,システム、制御、情報、計測、最適化、知能情報処理などを横断的,0.6,,G1,,,,
society,sample-society-d703e1c50d2e,システム制御情報学会,RAPID,EXPR,IS,複雑な対象をモデル化し,,asserted,societies.json#sample-society-d703e1c50d2e:description,システム、制御、情報、計測、最適化、知能情報処理などを横断的,0.6,,G1,,,,
society,sample-society-d703e1c50d2e,システム制御情報学会,RAPID,EXPR,Q,複数の要素が相互作用するシステムは、どのようにモデル化すれば全体の振る舞いを理解できるのか？,,asserted,societies.json#sample-society-d703e1c50d2e:questions,複数の要素が相互作用するシステムは、どのようにモデル化すれば,0.6,,G1,,,,
society,sample-society-d703e1c50d2e,システム制御情報学会,RAPID,EXPR,Q,複雑なシステムを望ましい状態へ動かすには、制御、情報処理、最適化、知能化をどのように組み合わせればよいのか？,,asserted,societies.json#sample-society-d703e1c50d2e:questions,複数の要素が相互作用するシステムは、どのようにモデル化すれば,0.6,,G1,,,,
society,sample-society-d703e1c50d2e,システム制御情報学会,RAPID,EXPR,M,理論的分析,理論研究,asserted,societies.json#sample-society-d703e1c50d2e:description,システム、制御、情報、計測、最適化、知能情報処理などを横断的,0.6,,G1,,,,
society,sample-society-d703e1c50d2e,システム制御情報学会,RAPID,EXPR,M,モデリング,モデリング,asserted,societies.json#sample-society-d703e1c50d2e:description,システム、制御、情報、計測、最適化、知能情報処理などを横断的,0.6,,G1,,,,
society,sample-society-d703e1c50d2e,システム制御情報学会,RAPID,EXPR,SC,国内,,hypothesis,,,0.4,,G1,,,,
society,sample-society-1119546fbd7d,ACM,RAPID,EXPR,Σ,計算機科学に関する国際的な主要学会組織。,,asserted,societies.json#sample-society-1119546fbd7d:description,計算機科学に関する国際的な主要学会組織。ソフトウェア、データ,0.6,,,,,,
society,sample-society-1119546fbd7d,ACM,RAPID,EXPR,IS,ソフトウェア,,asserted,societies.json#sample-society-1119546fbd7d:description,計算機科学に関する国際的な主要学会組織。ソフトウェア、データ,0.6,,,,,,
society,sample-society-1119546fbd7d,ACM,RAPID,EXPR,IS,データベース,,asserted,societies.json#sample-society-1119546fbd7d:description,計算機科学に関する国際的な主要学会組織。ソフトウェア、データ,0.6,,,,,,
society,sample-society-1119546fbd7d,ACM,RAPID,EXPR,IS,分散処理,,asserted,societies.json#sample-society-1119546fbd7d:description,計算機科学に関する国際的な主要学会組織。ソフトウェア、データ,0.6,,,,,,
society,sample-society-1119546fbd7d,ACM,RAPID,EXPR,Q,計算機システムは、ハードウェア、OS、プログラム、データ、ネットワークをどのように組み合わせて動いているのか？,,asserted,societies.json#sample-society-1119546fbd7d:questions,計算機システムは、ハードウェア、OS、プログラム、データ、ネ,0.6,,,,,,
society,sample-society-1119546fbd7d,ACM,RAPID,EXPR,Q,計算機科学を発展させるには、アルゴリズム、システム、ソフトウェア、データ管理、ユーザーとの関係をどのように結びつける必要があるのか？,,asserted,societies.json#sample-society-1119546fbd7d:questions,計算機システムは、ハードウェア、OS、プログラム、データ、ネ,0.6,,,,,,
society,sample-society-1119546fbd7d,ACM,RAPID,EXPR,M,理論的分析,理論研究,asserted,societies.json#sample-society-1119546fbd7d:description,計算機科学に関する国際的な主要学会組織。ソフトウェア、データ,0.6,,,,,,
society,sample-society-1119546fbd7d,ACM,RAPID,EXPR,SC,国際,,hypothesis,,,0.4,,,,,,
society,sample-society-87e1eaed1a84,日本刑法学会,RAPID,EXPR,Σ,刑法・刑事法に関する国内学会。,,asserted,societies.json#sample-society-87e1eaed1a84:description,刑法・刑事法に関する国内学会。犯罪、刑罰、刑法理論、刑事政策,0.6,,G1,,,,
society,sample-society-87e1eaed1a84,日本刑法学会,RAPID,EXPR,IS,刑法・刑事法に関する国内学会,,asserted,societies.json#sample-society-87e1eaed1a84:description,刑法・刑事法に関する国内学会。犯罪、刑罰、刑法理論、刑事政策,0.6,,G1,,,,
society,sample-society-87e1eaed1a84,日本刑法学会,RAPID,EXPR,IS,刑法理論,,asserted,societies.json#sample-society-87e1eaed1a84:description,刑法・刑事法に関する国内学会。犯罪、刑罰、刑法理論、刑事政策,0.6,,G1,,,,
society,sample-society-87e1eaed1a84,日本刑法学会,RAPID,EXPR,IS,刑事政策,,asserted,societies.json#sample-society-87e1eaed1a84:description,刑法・刑事法に関する国内学会。犯罪、刑罰、刑法理論、刑事政策,0.6,,G1,,,,
society,sample-society-87e1eaed1a84,日本刑法学会,RAPID,EXPR,Q,どのような行為を犯罪とし、刑罰を科すことはどのように正当化されるのか？,,asserted,societies.json#sample-society-87e1eaed1a84:questions,どのような行為を犯罪とし、刑罰を科すことはどのように正当化さ,0.6,,G1,,,,
society,sample-society-87e1eaed1a84,日本刑法学会,RAPID,EXPR,Q,刑事法を研究するには、刑法理論、判例、刑事手続、犯罪学、刑事政策をどう組み合わせる必要があるのか？,,asserted,societies.json#sample-society-87e1eaed1a84:questions,どのような行為を犯罪とし、刑罰を科すことはどのように正当化さ,0.6,,G1,,,,
society,sample-society-87e1eaed1a84,日本刑法学会,RAPID,EXPR,M,理論的分析,理論研究,asserted,societies.json#sample-society-87e1eaed1a84:description,刑法・刑事法に関する国内学会。犯罪、刑罰、刑法理論、刑事政策,0.6,,G1,,,,
society,sample-society-87e1eaed1a84,日本刑法学会,RAPID,EXPR,SC,国内,,hypothesis,,,0.4,,G1,,,,
society,sample-society-25a7865f4ff8,American Anthropological Association (AAA),RAPID,EXPR,Σ,人類学に関する国際的な主要学会。,,asserted,societies.json#sample-society-25a7865f4ff8:description,人類学に関する国際的な主要学会。文化人類学、社会人類学、言語,0.6,,,,,,
society,sample-society-25a7865f4ff8,American Anthropological Association (AAA),RAPID,EXPR,IS,人類学に関する国際的な主要学会,,asserted,societies.json#sample-society-25a7865f4ff8:description,人類学に関する国際的な主要学会。文化人類学、社会人類学、言語,0.6,,,,,,
society,sample-society-25a7865f4ff8,American Anthropological Association (AAA),RAPID,EXPR,IS,文化人類学,,asserted,societies.json#sample-society-25a7865f4ff8:description,人類学に関する国際的な主要学会。文化人類学、社会人類学、言語,0.6,,,,,,
society,sample-society-25a7865f4ff8,American Anthropological Association (AAA),RAPID,EXPR,IS,社会人類学,,asserted,societies.json#sample-society-25a7865f4ff8:description,人類学に関する国際的な主要学会。文化人類学、社会人類学、言語,0.6,,,,,,
society,sample-society-25a7865f4ff8,American Anthropological Association (AAA),RAPID,EXPR,Q,人類の文化、社会、言語、身体、歴史は、地域や時代を超えてどのように多様化してきたのか？,,asserted,societies.json#sample-society-25a7865f4ff8:questions,人類の文化、社会、言語、身体、歴史は、地域や時代を超えてどの,0.6,,,,,,
society,sample-society-25a7865f4ff8,American Anthropological Association (AAA),RAPID,EXPR,Q,人類学を発展させるには、民族誌、現地調査、比較、言語、歴史、倫理をどう結びつける必要があるのか？,,asserted,societies.json#sample-society-25a7865f4ff8:questions,人類の文化、社会、言語、身体、歴史は、地域や時代を超えてどの,0.6,,,,,,
society,sample-society-25a7865f4ff8,American Anthropological Association (AAA),RAPID,EXPR,M,調査,調査,asserted,societies.json#sample-society-25a7865f4ff8:description,人類学に関する国際的な主要学会。文化人類学、社会人類学、言語,0.6,,,,,,
society,sample-society-25a7865f4ff8,American Anthropological Association (AAA),RAPID,EXPR,M,比較分析,比較分析,asserted,societies.json#sample-society-25a7865f4ff8:description,人類学に関する国際的な主要学会。文化人類学、社会人類学、言語,0.6,,,,,,
society,sample-society-25a7865f4ff8,American Anthropological Association (AAA),RAPID,EXPR,SC,国際,,hypothesis,,,0.4,,,,,,
society,sample-society-54143c54fbfa,日本動脈硬化学会,RAPID,EXPR,Σ,動脈硬化と脂質代謝に関する国内学会。,,asserted,societies.json#sample-society-54143c54fbfa:description,動脈硬化と脂質代謝に関する国内学会。脂質異常症、血管炎症、プ,0.6,,,,,,
society,sample-society-54143c54fbfa,日本動脈硬化学会,RAPID,EXPR,IS,動脈硬化と脂質代謝に関する国内学会,,asserted,societies.json#sample-society-54143c54fbfa:description,動脈硬化と脂質代謝に関する国内学会。脂質異常症、血管炎症、プ,0.6,,,,,,
society,sample-society-54143c54fbfa,日本動脈硬化学会,RAPID,EXPR,IS,脂質異常症,,asserted,societies.json#sample-society-54143c54fbfa:description,動脈硬化と脂質代謝に関する国内学会。脂質異常症、血管炎症、プ,0.6,,,,,,
society,sample-society-54143c54fbfa,日本動脈硬化学会,RAPID,EXPR,IS,血管炎症,,asserted,societies.json#sample-society-54143c54fbfa:description,動脈硬化と脂質代謝に関する国内学会。脂質異常症、血管炎症、プ,0.6,,,,,,
society,sample-society-54143c54fbfa,日本動脈硬化学会,RAPID,EXPR,Q,血管の中で脂質、炎症、内皮障害が重なると、動脈硬化はどのように進行するのか？,,asserted,societies.json#sample-society-54143c54fbfa:questions,血管の中で脂質、炎症、内皮障害が重なると、動脈硬化はどのよう,0.6,,,,,,
society,sample-society-54143c54fbfa,日本動脈硬化学会,RAPID,EXPR,Q,心筋梗塞や脳卒中を防ぐには、脂質管理、生活習慣、薬物療法、リスク評価をどのように組み合わせる必要があるのか？,,asserted,societies.json#sample-society-54143c54fbfa:questions,血管の中で脂質、炎症、内皮障害が重なると、動脈硬化はどのよう,0.6,,,,,,
society,sample-society-54143c54fbfa,日本動脈硬化学会,RAPID,EXPR,SC,国内,,hypothesis,,,0.4,,,,,,
society,sample-society-db13fc2d3f84,日本生化学会,RAPID,EXPR,Σ,生化学に関する国内学会。,,asserted,societies.json#sample-society-db13fc2d3f84:description,生化学に関する国内学会。元データでは分子生物学にも紐づき、遺,0.6,,,,,,
society,sample-society-db13fc2d3f84,日本生化学会,RAPID,EXPR,IS,分子生物学,,asserted,societies.json#sample-society-db13fc2d3f84:description,生化学に関する国内学会。元データでは分子生物学にも紐づき、遺,0.6,,,,,,
society,sample-society-db13fc2d3f84,日本生化学会,RAPID,EXPR,Q,DNA、RNA、タンパク質、酵素の働きは、細胞内の反応や生命現象をどのように支えているのか？,,asserted,societies.json#sample-society-db13fc2d3f84:questions,DNA、RNA、タンパク質、酵素の働きは、細胞内の反応や生命,0.6,,,,,,
